Nom latin,Classe,Ordre,Famille,Nom du gène,Nom de l'espèce,Synonymes,Forme,Type,Vitesse de croissance,Hauteur à maturité (m),Infradensité (tMS/m3),Potentiel allergisant
Ludwigia peruviana,Magnoliopsida,Myrtales,Onagraceae,Ludwigia,peruviana,,Grand arbuste,Feuillus,Moyenne,3,0.696,0
Luehea candicans,Magnoliopsida,Malvales,Tiliaceae,Luehea,candicans,,Grand arbuste,Feuillus,Inconnue,0,0.570,0
Luehea divaricata,Magnoliopsida,Malvales,Tiliaceae,Luehea,divaricata,,Arbre,Feuillus,Inconnue,24,0.563,0
Luehea grandiflora,Magnoliopsida,Malvales,Tiliaceae,Luehea,grandiflora,,Grand arbuste,Feuillus,Inconnue,0,0.570,0
Luehea seemannii,Magnoliopsida,Malvales,Tiliaceae,Luehea,seemannii,,Arbre,Feuillus,Rapide,35,0.417,0
Luehea speciosa,Magnoliopsida,Malvales,Tiliaceae,Luehea,speciosa,,Grand arbuste,Feuillus,Inconnue,27,0.570,0
Luma apiculata,Magnoliopsida,Myrtales,Myrtaceae,Luma,apiculata,Eugenia apiculata,Arbre,Feuillus,Lente,11,0.810,0
Lumnitzera littorea,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,littorea,,Grand arbuste,Feuillus,Inconnue,12,0.687,0
Lunania ekmanii,Magnoliopsida,Violales,Flacourtiaceae,Lunania,ekmanii,Lunania buchii,Grand arbuste,Feuillus,Inconnue,15,0.570,0
Lupinus bogotensis,Magnoliopsida,Fabales,Fabaceae,Lupinus,bogotensis,,Arbuste ou buisson,Feuillus,Rapide,1,0.724,0
Lycianthes lycioides,Magnoliopsida,Solanales,Solanaceae,Lycianthes,lycioides,,Grand arbuste,Feuillus,Rapide,3,0.498,0
Lycianthes rantonnetii,Magnoliopsida,Solanales,Solanaceae,Lycianthes,rantonnetii,,Arbuste ou buisson,Feuillus,Inconnue,1,0.498,0
Lycium andersonii,Magnoliopsida,Solanales,Solanaceae,Lycium,andersonii,,Arbuste ou buisson,Feuillus,Inconnue,0,0.498,0
Lycium berlandieri,Magnoliopsida,Solanales,Solanaceae,Lycium,berlandieri,,Arbuste ou buisson,Feuillus,Inconnue,0,0.498,0
Lycium brevipes,Magnoliopsida,Solanales,Solanaceae,Lycium,brevipes,Lycium verrucosum. Lycium richii,Arbuste ou buisson,Feuillus,Inconnue,0,0.498,0
Lycium californicum,Magnoliopsida,Solanales,Solanaceae,Lycium,californicum,,Arbuste ou buisson,Feuillus,Inconnue,0,0.498,0
Lycium carolinianum,Magnoliopsida,Solanales,Solanaceae,Lycium,carolinianum,,Arbuste ou buisson,Feuillus,Inconnue,0,0.498,0
Lycium cooperi,Magnoliopsida,Solanales,Solanaceae,Lycium,cooperi,,Arbuste ou buisson,Feuillus,Inconnue,0,0.498,0
Lycium exsertum,Magnoliopsida,Solanales,Solanaceae,Lycium,exsertum,,Arbuste ou buisson,Feuillus,Inconnue,0,0.498,0
Lycium ferrocissimum,Magnoliopsida,Solanales,Solanaceae,Lycium,ferrocissimum,,Arbuste ou buisson,Feuillus,Inconnue,0,0.498,0
Lycium fremontii,Magnoliopsida,Solanales,Solanaceae,Lycium,fremontii,,Arbuste ou buisson,Feuillus,Inconnue,0,0.498,0
Lycium hassei,Magnoliopsida,Solanales,Solanaceae,Lycium,hassei,Lycium brevipes var. hassei. Lycium richii var. hassei,Arbuste ou buisson,Feuillus,Inconnue,0,0.498,0
Lycium infaustum,Magnoliopsida,Solanales,Solanaceae,Lycium,infaustum,Lycium tweedianum,Arbuste ou buisson,Feuillus,Inconnue,0,0.498,0
Lycium macrodon,Magnoliopsida,Solanales,Solanaceae,Lycium,macrodon,,Arbuste ou buisson,Feuillus,Inconnue,0,0.498,0
Lycium pallidum,Magnoliopsida,Solanales,Solanaceae,Lycium,pallidum,,Arbuste ou buisson,Feuillus,Inconnue,0,0.498,0
Lycium parishii,Magnoliopsida,Solanales,Solanaceae,Lycium,parishii,,Arbuste ou buisson,Feuillus,Inconnue,0,0.498,0
Lycium puberulum,Magnoliopsida,Solanales,Solanaceae,Lycium,puberulum,,Arbuste ou buisson,Feuillus,Inconnue,0,0.498,0
Lycium sandwicense,Magnoliopsida,Solanales,Solanaceae,Lycium,sandwicense,Lycium carolinianum var. sandwicense,Arbuste ou buisson,Feuillus,Inconnue,0,0.498,0
Lycium shockleyi,Magnoliopsida,Solanales,Solanaceae,Lycium,shockleyi,Lycium rickardii,Arbuste ou buisson,Feuillus,Inconnue,0,0.498,0
Lycium texanum,Magnoliopsida,Solanales,Solanaceae,Lycium,texanum,,Arbuste ou buisson,Feuillus,Inconnue,0,0.498,0
Lycium torreyi,Magnoliopsida,Solanales,Solanaceae,Lycium,torreyi,,Arbuste ou buisson,Feuillus,Inconnue,0,0.498,0
Lyonia ferruginea,Magnoliopsida,Ericales,Ericaceae,Lyonia,ferruginea,Xolisma ferruginea,Arbuste ou buisson,Feuillus,Inconnue,0,0.582,0
Lyonia fruticosa,Magnoliopsida,Ericales,Ericaceae,Lyonia,fruticosa,Xolisma fruticosa,Arbuste ou buisson,Feuillus,Inconnue,0,0.582,0
Lyonia ligustrina,Magnoliopsida,Ericales,Ericaceae,Lyonia,ligustrina,,Arbuste ou buisson,Feuillus,Inconnue,0,0.582,0
Lyonia lucida,Magnoliopsida,Ericales,Ericaceae,Lyonia,lucida,Desmothamnus lucidus. Neopieris nitida,Arbuste ou buisson,Feuillus,Inconnue,1,0.582,0
Lyonia mariana,Magnoliopsida,Ericales,Ericaceae,Lyonia,mariana,Neopieris mariana. Xolisma mariana,Arbuste ou buisson,Feuillus,Inconnue,0,0.582,0
Lyonia rubiginosa,Magnoliopsida,Ericales,Ericaceae,Lyonia,rubiginosa,,Grand arbuste,Feuillus,Inconnue,6,0.582,0
Lyonia truncata,Magnoliopsida,Ericales,Ericaceae,Lyonia,truncata,,Arbuste ou buisson,Feuillus,Inconnue,0,0.582,0
Lyonothamnus floribundus,Magnoliopsida,Rosales,Rosaceae,Lyonothamnus,floribundus,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Lysidice rhodostegia,Magnoliopsida,Fabales,Fabaceae,Lysidice,rhodostegia,,Grand arbuste,Feuillus,Inconnue,18,0.525,0
Lysiloma acapulcense,Magnoliopsida,Fabales,Fabaceae,Lysiloma,acapulcense,,Grand arbuste,Feuillus,Inconnue,3,0.724,0
Lysiloma divaricatum,Magnoliopsida,Fabales,Fabaceae,Lysiloma,divaricatum,,Grand arbuste,Feuillus,Rapide,5,0.724,0
Lysiloma latisiliquum,Magnoliopsida,Fabales,Fabaceae,Lysiloma,latisiliquum,Lysiloma bahamensis. Lysiloma bahamense,Arbre,Feuillus,Rapide,15,0.620,0
Lysiloma microphylla,Magnoliopsida,Fabales,Fabaceae,Lysiloma,microphylla,,Grand arbuste,Feuillus,Inconnue,15,0.724,0
Lysiloma sabicu,Magnoliopsida,Fabales,Fabaceae,Lysiloma,sabicu,,Grand arbuste,Feuillus,Moyenne,11,0.724,0
Lysiloma watsonii,Magnoliopsida,Fabales,Fabaceae,Lysiloma,watsonii,Lysiloma microphyllum var. thornberi. Lysiloma thornberi,Grand arbuste,Feuillus,Moyenne,19,0.724,0
Maackia amurensis,Magnoliopsida,Fabales,Fabaceae,Maackia,amurensis,,Arbre,Feuillus,Lente,9,0.724,0
Mabea montana,Magnoliopsida,Euphorbiales,Euphorbiaceae,Mabea,montana,,Grand arbuste,Feuillus,Inconnue,3,0.508,0
Macadamia integrifolia,Magnoliopsida,Proteales,Proteaceae,Macadamia,integrifolia,,Arbre,Feuillus,Lente,10,0.633,0
Macadamia ternifolia,Magnoliopsida,Proteales,Proteaceae,Macadamia,ternifolia,,Arbre,Feuillus,Moyenne,12,0.895,0
Macadamia tetraphylla,Magnoliopsida,Proteales,Proteaceae,Macadamia,tetraphylla,,Arbre,Feuillus,Moyenne,10,0.633,0
Macaranga carolinensis,Magnoliopsida,Euphorbiales,Euphorbiaceae,Macaranga,carolinensis,,Grand arbuste,Feuillus,Inconnue,0,0.508,0
Macaranga grayana,Magnoliopsida,Euphorbiales,Euphorbiaceae,Macaranga,grayana,,Grand arbuste,Feuillus,Inconnue,0,0.508,0
Macaranga harveyana,Magnoliopsida,Euphorbiales,Euphorbiaceae,Macaranga,harveyana,,Grand arbuste,Feuillus,Inconnue,0,0.508,0
Macaranga mappa,Magnoliopsida,Euphorbiales,Euphorbiaceae,Macaranga,mappa,,Arbre,Feuillus,Inconnue,10,0.270,0
Macaranga stipulosa,Magnoliopsida,Euphorbiales,Euphorbiaceae,Macaranga,stipulosa,,Grand arbuste,Feuillus,Inconnue,0,0.508,0
Macaranga tanarius,Magnoliopsida,Euphorbiales,Euphorbiaceae,Macaranga,tanarius,,Arbre,Feuillus,Rapide,20,0.456,0
Macaranga thompsonii,Magnoliopsida,Euphorbiales,Euphorbiaceae,Macaranga,thompsonii,,Arbre,Feuillus,Inconnue,13,0.508,0
Machaerium aculeatum,Magnoliopsida,Fabales,Fabaceae,Machaerium,aculeatum,,Grand arbuste,Feuillus,Inconnue,0,0.240,0
Machaerium capote,Magnoliopsida,Fabales,Fabaceae,Machaerium,capote,,Arbre,Feuillus,Lente,35,0.724,0
Machaerium incorruptibile,Magnoliopsida,Fabales,Fabaceae,Machaerium,incorruptibile,Malouetia arborea,Grand arbuste,Feuillus,Inconnue,0,0.948,0
Machaerium isadelphum,Magnoliopsida,Fabales,Fabaceae,Machaerium,isadelphum,Machaerium hirtum,Grand arbuste,Feuillus,Inconnue,0,0.724,0
Machaerium lunatum,Magnoliopsida,Fabales,Fabaceae,Machaerium,lunatum,Drepanocarpus lunatus,Grand arbuste,Feuillus,Inconnue,6,0.240,0
Machaerium nyctitans,Magnoliopsida,Fabales,Fabaceae,Machaerium,nyctitans,,Grand arbuste,Feuillus,Inconnue,0,0.724,0
Machaerium spinosum,Magnoliopsida,Fabales,Fabaceae,Machaerium,spinosum,,Arbre,Feuillus,Moyenne,19,0.724,0
Machaonia portoricensis,Magnoliopsida,Rubiales,Rubiaceae,Machaonia,portoricensis,,Arbuste ou buisson,Feuillus,Inconnue,0,0.636,0
Machaonia woodburyana,Magnoliopsida,Rubiales,Rubiaceae,Machaonia,woodburyana,,Arbuste ou buisson,Feuillus,Inconnue,1,0.636,0
Machilus chinensis,Magnoliopsida,Laurales,Lauraceae,Machilus,chinensis,,Grand arbuste,Feuillus,Inconnue,0,0.465,0
Machilus thunbergii,Magnoliopsida,Laurales,Lauraceae,Machilus,thunbergii,Persea thunbergii,Grand arbuste,Feuillus,Lente,9,0.465,0
Machilus zuihoensis,Magnoliopsida,Laurales,Lauraceae,Machilus,zuihoensis,,Arbre,Feuillus,Moyenne,30,0.465,0
Macleania rupestris,Magnoliopsida,Ericales,Ericaceae,Macleania,rupestris,,Grand arbuste,Feuillus,Rapide,3,0.582,0
Maclura pomifera,Magnoliopsida,Urticales,Moraceae,Maclura,pomifera,Maclura aurantiaca. Ioxylon pomiferum. Toxylon pomiferum,Arbre,Feuillus,Moyenne,10,0.760,0
Maclura tinctoria,Magnoliopsida,Urticales,Moraceae,Maclura,tinctoria,Chlorophora tinctoria. Morus tinctoria,Grand arbuste,Feuillus,Rapide,17,0.795,0
Macrolobium colombianum,Magnoliopsida,Fabales,Fabaceae,Macrolobium,colombianum,,Arbre,Feuillus,Inconnue,40,0.724,0
Macromeles tschonoskii,Magnoliopsida,Rosales,Rosaceae,Macromeles,tschonoskii,Malus tschonoskii,Grand arbuste,Feuillus,Moyenne,12,0.598,0
Macropiper methysticum,Magnoliopsida,Piperales,Piperaceae,Macropiper,methysticum,Piper methysticum,Arbuste ou buisson,Feuillus,Inconnue,0,0.394,0
Maerua angolensis,Magnoliopsida,Capparales,Capparaceae,Maerua,angolensis,,Grand arbuste,Feuillus,Moyenne,3,0.570,0
Maerua crassifolia,Magnoliopsida,Capparales,Capparaceae,Maerua,crassifolia,,Grand arbuste,Feuillus,Moyenne,3,0.570,0
Maesa lanceolata,Magnoliopsida,Primulales,Myrsinaceae,Maesa,lanceolata,,Arbre,Feuillus,Moyenne,8,0.676,0
Maesopsis eminii,Magnoliopsida,Rhamnales,Rhamnaceae,Maesopsis,eminii,,Arbre,Feuillus,Rapide,40,0.384,0
Magnolia acuminata,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,acuminata,Magnolia acuminata var. subcordata. Magnolia acuminata var. cordata. Tulipastrum cordatum. Magnolia acuminata var. ozarkensis. Magnolia cordata. Tulipastrum acuminatum,Arbre,Feuillus,Rapide,22,0.440,0
Magnolia alba,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,alba,Michelia alba,Grand arbuste,Feuillus,Inconnue,0,0.424,0
Magnolia brooklynensis,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,x brooklynensis,,Arbre,Feuillus,Inconnue,12,0.424,0
Magnolia campbellii,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,campbellii,,Grand arbuste,Feuillus,Lente,3,0.424,0
Magnolia caricifragrans,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,caricifragrans,,Arbre,Feuillus,Lente,10,0.424,0
Magnolia champaca,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,champaca,Michelia champaca,Arbre,Feuillus,Moyenne,29,0.424,0
Magnolia chapensis,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,chapensis,Michelia chapensis,Grand arbuste,Feuillus,Inconnue,0,0.424,0
Magnolia compressa,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,compressa,Michelia formosana,Grand arbuste,Feuillus,Moyenne,6,0.424,0
Magnolia cylindrica,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,cylindrica,,Grand arbuste,Feuillus,Inconnue,9,0.424,0
Magnolia delavayi,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,delavayi,,Grand arbuste,Feuillus,Moyenne,7,0.424,0
Magnolia denudata,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,denudata,,Arbre,Feuillus,Moyenne,12,0.440,0
Magnolia doltsopa,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,doltsopa,Michelia doltsopa,Grand arbuste,Feuillus,Inconnue,10,0.424,0
Magnolia espinalii,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,espinalii,,Arbre,Feuillus,Moyenne,29,0.424,0
Magnolia figo,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,figo,Michelia figo,Grand arbuste,Feuillus,Moyenne,4,0.424,0
Magnolia fraseri,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,fraseri,,Arbre,Feuillus,Rapide,22,0.400,0
Magnolia fraseri v. pyramidata,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,fraseri v. pyramidata,Magnolia pyramidata,Arbre,Feuillus,Moyenne,9,0.424,0
Magnolia grandiflora,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,grandiflora,,Arbre,Feuillus,Moyenne,27,0.460,1
Magnolia hernandezii,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,hernandezii,,Arbre,Feuillus,Moyenne,29,0.424,0
Magnolia insignis,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,insignis,,Grand arbuste,Feuillus,Inconnue,0,0.424,0
Magnolia kewensis,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,x kewensis,,Grand arbuste,Feuillus,Inconnue,4,0.424,0
Magnolia kobus,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,kobus,,Grand arbuste,Feuillus,Moyenne,2,0.424,0
Magnolia liliifera,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,liliifera,,Grand arbuste,Feuillus,Inconnue,9,0.570,0
Magnolia liliiflora,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,campbellii x liliiflora,,Grand arbuste,Feuillus,Inconnue,4,0.424,0
Magnolia liliiflora,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,liliiflora,,Arbuste ou buisson,Feuillus,Moyenne,1,0.424,0
Magnolia loebneri,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,x loebneri,,Grand arbuste,Feuillus,Inconnue,6,0.424,0
Magnolia macclurei,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,macclurei,Michelia macclurei,Grand arbuste,Feuillus,Inconnue,0,0.424,0
Magnolia macrophylla,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,macrophylla,,Arbre,Feuillus,Moyenne,15,0.424,0
Magnolia macrophylla v. ashei,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,macrophylla v. ashei,Magnolia macrophylla ssp. ashei. Magnolia macrophylla var. ashei. Magnolia ashei,Grand arbuste,Feuillus,Moyenne,5,0.424,0
Magnolia maudiae,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,maudiae,Michelia maudiae,Grand arbuste,Feuillus,Inconnue,0,0.424,0
Magnolia mexicana,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,mexicana,Talauma mexicana,Arbre,Feuillus,Inconnue,9,0.424,0
Magnolia obovata,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,obovata,Magnolia hypoleuca,Grand arbuste,Feuillus,Inconnue,0,0.424,0
Magnolia officinalis,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,officinalis,,Arbre,Feuillus,Rapide,19,0.424,0
Magnolia ovata,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,ovata,,Grand arbuste,Feuillus,Inconnue,0,0.525,0
Magnolia portoricensis,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,portoricensis,,Arbre,Feuillus,Lente,23,0.700,0
Magnolia salicifolia,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,salicifolia,,Grand arbuste,Feuillus,Lente,2,0.424,0
Magnolia sambuensis,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,sambuensis,,Arbre,Feuillus,Moyenne,24,0.424,0
Magnolia sargentiana,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,sargentiana,,Arbre,Feuillus,Inconnue,22,0.424,0
Magnolia schiedeana,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,schiedeana,,Arbre,Feuillus,Inconnue,7,0.424,0
Magnolia sieboldii,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,sieboldii,,Arbuste ou buisson,Feuillus,Lente,1,0.424,0
Magnolia silvioi,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,silvioi,,Arbre,Feuillus,Moyenne,35,0.424,0
Magnolia soulangeana,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,x soulangeana,Yulania x soulangeana,Grand arbuste,Feuillus,Moyenne,9,0.424,0
Magnolia splendens,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,splendens,,Arbre,Feuillus,Moyenne,16,0.590,0
Magnolia stellata,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,stellata,,Grand arbuste,Feuillus,Lente,4,0.424,1
Magnolia tripetala,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,tripetala,Magnolia virginiana var. tripetala,Arbre,Feuillus,Moyenne,9,0.424,0
Magnolia virginiana,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,virginiana,Magnolia virginiana var. australis. Magnolia virginiana var. parva,Grand arbuste,Feuillus,Moyenne,18,0.420,0
Magnolia virginiana ‘Jim Wilson’,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,virginiana ‘Jim Wilson’,,Grand arbuste,Feuillus,Inconnue,0,0.424,0
Magnolia wilsonii,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,wilsonii,,Arbuste ou buisson,Feuillus,Lente,2,0.424,0
Malacomeles denticulata,Magnoliopsida,Rosales,Rosaceae,Malacomeles,denticulata,Amelanchier denticulata,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Mallotus paniculatus,Magnoliopsida,Euphorbiales,Euphorbiaceae,Mallotus,paniculatus,,Grand arbuste,Feuillus,Inconnue,19,0.345,0
Mallotus philippensis,Magnoliopsida,Euphorbiales,Euphorbiaceae,Mallotus,philippensis,,Arbre,Feuillus,Inconnue,10,0.603,0
Mallotus tiliifolius,Magnoliopsida,Euphorbiales,Euphorbiaceae,Mallotus,tiliifolius,Mallotus palauensis,Grand arbuste,Feuillus,Inconnue,8,0.508,0
Malosma laurina,Magnoliopsida,Sapindales,Anacardiaceae,Malosma,laurina,Rhus laurina,Grand arbuste,Feuillus,Inconnue,4,0.530,0
Malouetia cestroides,Magnoliopsida,Gentianales,Apocynaceae,Malouetia,cestroides,,Grand arbuste,Feuillus,Inconnue,0,0.580,0
Malpighia coccigera,Magnoliopsida,Polygalales,Malpighiaceae,Malpighia,coccigera,,Grand arbuste,Feuillus,Lente,6,0.644,0
Malpighia emarginata,Magnoliopsida,Polygalales,Malpighiaceae,Malpighia,emarginata,Malpighia punicifolia,Grand arbuste,Feuillus,Lente,6,0.644,0
Malpighia fucata,Magnoliopsida,Polygalales,Malpighiaceae,Malpighia,fucata,Malpighia shaferi,Grand arbuste,Feuillus,Lente,6,0.644,0
Malpighia glabra,Magnoliopsida,Polygalales,Malpighiaceae,Malpighia,glabra,,Grand arbuste,Feuillus,Lente,3,0.644,0
Malpighia infestissima,Magnoliopsida,Polygalales,Malpighiaceae,Malpighia,infestissima,Malpighia pallens. Malpighia thompsonii,Grand arbuste,Feuillus,Lente,4,0.644,0
Malpighia linearis,Magnoliopsida,Polygalales,Malpighiaceae,Malpighia,linearis,Malpighia angustifolia,Grand arbuste,Feuillus,Lente,4,0.644,0
Malpighia setosa,Magnoliopsida,Polygalales,Malpighiaceae,Malpighia,setosa,,Grand arbuste,Feuillus,Lente,6,0.644,0
Malpighia woodburyana,Magnoliopsida,Polygalales,Malpighiaceae,Malpighia,woodburyana,,Grand arbuste,Feuillus,Lente,6,0.644,0
Malus ‘Robinson’,Magnoliopsida,Rosales,Rosaceae,Malus,‘Robinson’,,Grand arbuste,Feuillus,Inconnue,0,0.598,0
Malus angustifolia,Magnoliopsida,Rosales,Rosaceae,Malus,angustifolia,,Arbre,Feuillus,Moyenne,9,0.598,0
Malus arnoldiana,Magnoliopsida,Rosales,Rosaceae,Malus,x arnoldiana,Pyrus x arnoldiana,Grand arbuste,Feuillus,Moyenne,6,0.598,0
Malus baccata,Magnoliopsida,Rosales,Rosaceae,Malus,baccata,Pyrus baccata,Arbre,Feuillus,Moyenne,10,0.560,0
Malus baccata v. purpurea,Magnoliopsida,Rosales,Rosaceae,Malus,baccata v. purpurea,,Grand arbuste,Feuillus,Moyenne,9,0.598,0
Malus coronaria,Magnoliopsida,Rosales,Rosaceae,Malus,coronaria,Malus glaucescens. Malus glabrata,Arbre,Feuillus,Moyenne,7,0.598,0
Malus dawsoniana,Magnoliopsida,Rosales,Rosaceae,Malus,x dawsoniana,,Grand arbuste,Feuillus,Moyenne,9,0.598,0
Malus fusca,Magnoliopsida,Rosales,Rosaceae,Malus,fusca,Pyrus rivularis. Pyrus fusca. Malus fusca var. levipes. Malus diversifolia,Grand arbuste,Feuillus,Moyenne,9,0.598,0
Malus halliana,Magnoliopsida,Rosales,Rosaceae,Malus,halliana,,Grand arbuste,Feuillus,Inconnue,5,0.598,0
Malus ioensis,Magnoliopsida,Rosales,Rosaceae,Malus,ioensis,Pyrus ioensis,Arbre,Feuillus,Moyenne,7,0.598,0
Malus magdeburgensis,Magnoliopsida,Rosales,Rosaceae,Malus,x magdeburgensis,Pyrus x magdeburgensis,Grand arbuste,Feuillus,Moyenne,9,0.598,0
Malus mandshurica,Magnoliopsida,Rosales,Rosaceae,Malus,mandshurica,Malus bacata ssp. mandshurica,Grand arbuste,Feuillus,Moyenne,6,0.598,0
Malus platycarpa,Magnoliopsida,Rosales,Rosaceae,Malus,x platycarpa,Pyrus x platycarpa,Arbre,Feuillus,Moyenne,9,0.598,0
Malus prunifolia,Magnoliopsida,Rosales,Rosaceae,Malus,prunifolia,Pyrus prunifolia,Grand arbuste,Feuillus,Moyenne,8,0.598,0
Malus pumila,Magnoliopsida,Rosales,Rosaceae,Malus,pumila,Malus sylvestris. Malus domestica. Malus communis. Malus niedzwetzkyana. Pyrus malus. Pyrus pumila,Arbre,Feuillus,Moyenne,7,0.646,0
Malus purpurea,Magnoliopsida,Rosales,Rosaceae,Malus,x purpurea,,Arbre,Feuillus,Rapide,7,0.598,0
Malus robusta,Magnoliopsida,Rosales,Rosaceae,Malus,x robusta,,Grand arbuste,Feuillus,Moyenne,6,0.598,0
Malus sieboldii,Magnoliopsida,Rosales,Rosaceae,Malus,sieboldii,Malus x zumi var. calocarpa. Malus toringo,Grand arbuste,Feuillus,Moyenne,9,0.598,0
Malus sieboldii ssp. sieboldii,Magnoliopsida,Rosales,Rosaceae,Malus,sieboldii ssp. sieboldii,Malus floribunda. Malus toringo. Malus x zumi. Malus sargentii,Grand arbuste,Feuillus,Inconnue,30,0.598,0
Malus soulardii,Magnoliopsida,Rosales,Rosaceae,Malus,x soulardii,Pyrus x soulardii,Grand arbuste,Feuillus,Moyenne,5,0.598,0
Malus spectabilis,Magnoliopsida,Rosales,Rosaceae,Malus,spectabilis,,Arbre,Feuillus,Moyenne,7,0.598,0
Malus toringoides,Magnoliopsida,Rosales,Rosaceae,Malus,toringoides,,Grand arbuste,Feuillus,Moyenne,6,0.598,0
Malus transitoria,Magnoliopsida,Rosales,Rosaceae,Malus,transitoria,,Arbre,Feuillus,Inconnue,7,0.598,0
Malvaviscus arboreus,Magnoliopsida,Malvales,Malvaceae,Malvaviscus,arboreus,,Grand arbuste,Feuillus,Rapide,3,0.442,0
Malvaviscus penduliflorus,Magnoliopsida,Malvales,Malvaceae,Malvaviscus,penduliflorus,Malvaviscus arboreus var. penduliflorus,Arbuste ou buisson,Feuillus,Inconnue,0,0.442,0
Mammea americana,Magnoliopsida,Theales,Clusiaceae,Mammea,americana,,Arbre,Feuillus,Rapide,16,0.640,0
Mammea glauca,Magnoliopsida,Theales,Clusiaceae,Mammea,glauca,,Grand arbuste,Feuillus,Inconnue,0,0.861,0
Mammea odorata,Magnoliopsida,Theales,Clusiaceae,Mammea,odorata,,Arbre,Feuillus,Inconnue,7,0.654,0
Mangifera caesia,Magnoliopsida,Sapindales,Anacardiaceae,Mangifera,caesia,,Arbre,Feuillus,Rapide,29,0.410,0
Mangifera indica,Magnoliopsida,Sapindales,Anacardiaceae,Mangifera,indica,,Arbre,Feuillus,Moyenne,19,0.553,0
Mangifera minor,Magnoliopsida,Sapindales,Anacardiaceae,Mangifera,minor,,Grand arbuste,Feuillus,Inconnue,0,0.533,0
Mangifera minutifolia,Magnoliopsida,Sapindales,Anacardiaceae,Mangifera,minutifolia,,Grand arbuste,Feuillus,Inconnue,0,0.530,0
Mangifera odorata,Magnoliopsida,Sapindales,Anacardiaceae,Mangifera,odorata,,Arbre,Feuillus,Inconnue,13,0.470,0
Manglietia fortunei,Magnoliopsida,Magnoliales,Magnoliaceae,Manglietia,fortunei,,Arbre,Feuillus,Inconnue,24,0.424,0
Manihot angustiloba,Magnoliopsida,Euphorbiales,Euphorbiaceae,Manihot,angustiloba,Janipha manihot var. angustiloba,Arbuste ou buisson,Feuillus,Inconnue,0,0.508,0
Manihot carthagenensis ssp. glaziovii,Magnoliopsida,Euphorbiales,Euphorbiaceae,Manihot,carthagenensis ssp. glaziovii,Manihot glaziovii,Arbre,Feuillus,Inconnue,12,0.508,0
Manihot caudata,Magnoliopsida,Euphorbiales,Euphorbiaceae,Manihot,caudata,,Grand arbuste,Feuillus,Moyenne,3,0.508,0
